"conc","rain_setting","exp","rep","n_tot","n_neg","n_rain","n_pos","estLambda"
"0.1","3","4","3","20000","18398","538","1064","0.0834903104990254"
"0.1","3","5","1","20000","18457","667","876","0.0802885712288369"
"0.1","3","5","2","20000","18269","0","1731","0.0905266391995583"
"0.1","3","5","3","20000","18214","0","1786","0.0935417444083642"
"0.1","4","1","1","20000","18313","616","1071","0.0881210833951795"
"0.1","4","1","2","20000","18423","335","1242","0.0821323895386191"
"0.1","4","1","3","20000","18460","0","1540","0.0801260444792849"
"0.1","4","2","1","20000","18604","356","1040","0.0723556621921404"
"0.1","4","2","2","20000","18332","0","1668","0.0870841069071134"
"0.1","4","2","3","20000","18678","380","942","0.0683859128664649"
"0.1","4","3","1","20000","18533","562","905","0.0761793467388179"
"0.1","4","3","2","20000","18593","473","934","0.0729471077560653"
"0.1","4","3","3","20000","18645","206","1149","0.0701542599232068"
"0.1","4","4","1","20000","18346","0","1654","0.0863207064665272"
"0.1","4","4","2","20000","18306","0","1694","0.0885033985914034"
"0.1","4","4","3","20000","18561","32","1407","0.0746696683370295"
"0.1","4","5","1","20000","18611","237","1152","0.0719794697921644"
"0.1","4","5","2","20000","18674","426","900","0.0686000914922569"
"0.1","4","5","3","20000","18384","0","1616","0.0842515524475911"
"0.4","1","1","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","1","2","20000","13406","1","6593","0.400029905618225"
"0.4","1","1","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","3","20000","13406","1","6593","0.400029905618225"
"0.4","1","4","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","2","20000","13406","1","6593","0.400029905618225"
"0.4","1","4","3","20000","13406","1","6593","0.400029905618225"
"0.4","1","5","1","20000","13406","3","6591","0.400029905618225"
"0.4","1","5","2","20000","13406","3","6591","0.400029905618225"
"0.4","1","5","3","20000","13406","0","6594","0.400029905618225"
"0.4","2","1","1","20000","13477","0","6523","0.394747744766969"
"0.4","2","1","2","20000","13508","0","6492","0.39245017103067"
"0.4","2","1","3","20000","13476","0","6524","0.394821948009685"
"0.4","2","2","1","20000","13487","0","6513","0.39400601501927"
"0.4","2","2","2","20000","13508","0","6492","0.39245017103067"
"0.4","2","2","3","20000","13511","0","6489","0.392228105076169"
"0.4","2","3","1","20000","13488","0","6512","0.393931872294491"
"0.4","2","3","2","20000","13486","0","6514","0.394080163241601"
"0.4","2","3","3","20000","13492","0","6508","0.393635356354587"
"0.4","2","4","1","20000","13502","0","6498","0.392894450934312"
"0.4","2","4","2","20000","13485","0","6515","0.394154316962298"
"0.4","2","4","3","20000","13482","0","6518","0.394376811122744"
"0.4","2","5","1","20000","13501","0","6499","0.392968516778882"
"0.4","2","5","2","20000","13494","0","6506","0.393487131348757"
"0.4","2","5","3","20000","13488","0","6512","0.393931872294491"
"0.4","3","1","1","20000","13785","0","6215","0.372151229078231"
"0.4","3","1","2","20000","13879","0","6121","0.365355367180288"
"0.4","3","1","3","20000","13797","0","6203","0.371281096328095"
"0.4","3","2","1","20000","13779","0","6221","0.372586579542225"
"0.4","3","2","2","20000","13786","0","6214","0.372078689090531"
"0.4","3","2","3","20000","13766","0","6234","0.373530489577819"
"0.4","3","3","1","20000","13843","0","6157","0.367952583848393"
"0.4","3","3","2","20000","13801","0","6199","0.370991220248088"
"0.4","3","3","3","20000","13785","0","6215","0.372151229078231"
"0.4","3","4","1","20000","13763","0","6237","0.373748441556595"
"0.4","3","4","2","20000","13807","0","6193","0.370556563619976"
"0.4","3","4","3","20000","13834","0","6166","0.368602943375598"
"0.4","3","5","1","20000","13810","0","6190","0.37033930613279"
"0.4","3","5","2","20000","13798","0","6202","0.371208619430074"
"0.4","3","5","3","20000","13837","0","6163","0.368386109866744"
"0.4","4","1","1","20000","14202","0","5798","0.342349473794089"
"0.4","4","1","2","20000","14252","0","5748","0.338835025810401"
"0.4","4","1","3","20000","14390","0","5610","0.329198752654714"
"0.4","4","2","1","20000","14361","0","5639","0.331216074475509"
"0.4","4","2","2","20000","14243","0","5757","0.339466715601542"
"0.4","4","2","3","20000","14248","0","5752","0.33911572756663"
"0.4","4","3","1","20000","14264","0","5736","0.337993392993152"
"0.4","4","3","2","20000","14245","0","5755","0.339326305604119"
"0.4","4","3","3","20000","14240","0","5760","0.339677367570161"
"0.4","4","4","1","20000","14234","0","5766","0.340098804676912"
"0.4","4","4","2","20000","14290","0","5710","0.336172281612215"
"0.4","4","4","3","20000","14252","0","5748","0.338835025810401"
"0.4","4","5","1","20000","14283","0","5717","0.3366622546735"
"0.4","4","5","2","20000","14218","0","5782","0.3412235060467"
"0.4","4","5","3","20000","14240","0","5760","0.339677367570161"
"1","1","1","1","20000","7358","2","12640","0.999944116871408"
"1","1","1","2","20000","7358","1","12641","0.999944116871408"
"1","1","1","3","20000","7358","1","12641","0.999944116871408"
"1","1","2","1","20000","7358","3","12639","0.999944116871408"
"1","1","2","2","20000","7358","2","12640","0.999944116871408"
"1","1","2","3","20000","7358","1","12641","0.999944116871408"
"1","1","3","1","20000","7358","1","12641","0.999944116871408"
"1","1","3","2","20000","7358","5","12637","0.999944116871408"
"1","1","3","3","20000","7358","2","12640","0.999944116871408"
"1","1","4","1","20000","7358","4","12638","0.999944116871408"
"1","1","4","2","20000","7358","2","12640","0.999944116871408"
"1","1","4","3","20000","7358","2","12640","0.999944116871408"
"1","1","5","1","20000","7358","3","12639","0.999944116871408"
"1","1","5","2","20000","7358","6","12636","0.999944116871408"
"1","1","5","3","20000","7358","3","12639","0.999944116871408"
"1","2","1","1","20000","7486","0","12514","0.982697664071754"
"1","2","1","2","20000","7493","0","12507","0.981763022171817"
"1","2","1","3","20000","7492","0","12508","0.981896488972149"
"1","2","2","1","20000","7499","0","12501","0.980962595234739"
"1","2","2","2","20000","7478","0","12522","0.983766896999069"
"1","2","2","3","20000","7491","0","12509","0.982029973588245"
"1","2","3","1","20000","7488","0","12512","0.9824305343787"
"1","2","3","2","20000","7474","0","12526","0.984301942490699"
"1","2","3","3","20000","7502","0","12498","0.980562621894295"
"1","2","4","1","20000","7486","0","12514","0.982697664071754"
"1","2","4","2","20000","7484","0","12516","0.982964865142148"
"1","2","4","3","20000","7487","0","12513","0.982564090305443"
"1","2","5","1","20000","7470","0","12530","0.984837274409265"
"1","2","5","2","20000","7482","0","12518","0.983232137628037"
"1","2","5","3","20000","7476","0","12524","0.984034383960675"
"1","3","1","1","20000","7908","0","12092","0.927857368245621"
"1","3","1","2","20000","7967","0","12033","0.920424263155762"
"1","3","1","3","20000","7968","0","12032","0.920298753271694"
"1","3","2","1","20000","7901","0","12099","0.928742939813395"
"1","3","2","2","20000","7975","0","12025","0.919420624883083"
"1","3","2","3","20000","7985","0","12015","0.918167491887015"
"1","3","3","1","20000","7976","0","12024","0.919295240894454"
"1","3","3","2","20000","7902","0","12098","0.928616381564792"
"1","3","3","3","20000","7910","0","12090","0.927604491774428"
"1","3","4","1","20000","7963","0","12037","0.920926460278683"
"1","3","4","2","20000","7982","0","12018","0.918543266927449"
"1","3","4","3","20000","7930","0","12070","0.925079237907234"
"1","3","5","1","20000","7943","0","12057","0.923441235902996"
"1","3","5","2","20000","7948","0","12052","0.922811948864421"
"1","3","5","3","20000","7884","0","12116","0.930896884263517"
"1","4","1","1","20000","9001","0","10999","0.798396591279043"
"1","4","1","2","20000","8830","0","11170","0.817577258938122"
"1","4","1","3","20000","8890","0","11110","0.810805224028178"
"1","4","2","1","20000","8963","0","11037","0.802627281178766"
"1","4","2","2","20000","8890","0","11110","0.810805224028178"
"1","4","2","3","20000","8941","0","11059","0.80508483380081"
"1","4","3","1","20000","8758","0","11242","0.825764705174784"
"1","4","3","2","20000","8905","0","11095","0.809119356812366"
"1","4","3","3","20000","8876","0","11124","0.812381268483644"
"1","4","4","1","20000","8859","0","11141","0.814298382124096"
"1","4","4","2","20000","8997","0","11003","0.798841085119009"
"1","4","4","3","20000","8881","0","11119","0.811818110277624"
"1","4","5","1","20000","8946","0","11054","0.804525768543335"
"1","4","5","2","20000","8897","0","11103","0.810018132291361"
"1","4","5","3","20000","8843","0","11157","0.816106087960393"
"2.5","1","1","1","20000","1642","4","18354","2.49981726252375"
"2.5","1","1","2","20000","1642","2","18356","2.49981726252375"
"2.5","1","1","3","20000","1642","5","18353","2.49981726252375"
"2.5","1","2","1","20000","1642","3","18355","2.49981726252375"
"2.5","1","2","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","3","20000","1642","3","18355","2.49981726252375"
"2.5","1","3","1","20000","1642","5","18353","2.49981726252375"
"2.5","1","3","2","20000","1642","4","18354","2.49981726252375"
"2.5","1","3","3","20000","1642","2","18356","2.49981726252375"
"2.5","1","4","1","20000","1642","4","18354","2.49981726252375"
"2.5","1","4","2","20000","1642","8","18350","2.49981726252375"
"2.5","1","4","3","20000","1642","4","18354","2.49981726252375"
"2.5","1","5","1","20000","1642","3","18355","2.49981726252375"
"2.5","1","5","2","20000","1642","3","18355","2.49981726252375"
"2.5","1","5","3","20000","1642","2","18356","2.49981726252375"
"2.5","2","1","1","20000","1752","0","18248","2.43497428103979"
"2.5","2","1","2","20000","1785","0","18215","2.41631385832239"
"2.5","2","1","3","20000","1744","0","18256","2.4395509480672"
"2.5","2","2","1","20000","1722","0","18278","2.45224586754845"
"2.5","2","2","2","20000","1741","0","18259","2.44127261276794"
"2.5","2","2","3","20000","1759","0","18241","2.43098680779857"
"2.5","2","3","1","20000","1745","0","18255","2.4389777178996"
"2.5","2","3","2","20000","1741","0","18259","2.44127261276794"
"2.5","2","3","3","20000","1716","0","18284","2.45573627248822"
"2.5","2","4","1","20000","1764","0","18236","2.42814831596939"
"2.5","2","4","2","20000","1761","0","18239","2.42985044403992"
"2.5","2","4","3","20000","1777","0","18223","2.42080572438148"
"2.5","2","5","1","20000","1753","0","18247","2.43440366761489"
"2.5","2","5","2","20000","1741","0","18259","2.44127261276794"
"2.5","2","5","3","20000","1763","0","18237","2.42871537013826"
"2.5","3","1","1","20000","2079","0","17921","2.26384526467812"
"2.5","3","1","2","20000","2116","0","17884","2.24620475955794"
"2.5","3","1","3","20000","2094","0","17906","2.25665616110565"
"2.5","3","2","1","20000","2064","0","17936","2.27108642593467"
"2.5","3","2","2","20000","2083","0","17917","2.26192311127516"
"2.5","3","2","3","20000","2131","0","17869","2.23914092043751"
"2.5","3","3","1","20000","2130","0","17870","2.23961029383266"
"2.5","3","3","2","20000","2090","0","17910","2.25856820757727"
"2.5","3","3","3","20000","2116","0","17884","2.24620475955794"
"2.5","3","4","1","20000","2102","0","17898","2.25284300109923"
"2.5","3","4","2","20000","2113","0","17887","2.24762353492007"
"2.5","3","4","3","20000","2152","0","17848","2.22933463125445"
"2.5","3","5","1","20000","2131","0","17869","2.23914092043751"
"2.5","3","5","2","20000","2070","0","17930","2.26818366627671"
"2.5","3","5","3","20000","2100","0","17900","2.25379492882461"
"2.5","4","1","1","20000","2998","0","17002","1.89778687387359"
"2.5","4","1","2","20000","2931","0","17069","1.92038861182524"
"2.5","4","1","3","20000","3040","0","16960","1.88387475813586"
"2.5","4","2","1","20000","3055","0","16945","1.87895268093043"
"2.5","4","2","2","20000","3047","0","16953","1.88157477355042"
"2.5","4","2","3","20000","2963","0","17037","1.90953000496256"
"2.5","4","3","1","20000","3016","0","16984","1.89180082340828"
"2.5","4","3","2","20000","3092","0","16908","1.86691414282882"
"2.5","4","3","3","20000","3170","0","16830","1.8420006856648"
"2.5","4","4","1","20000","2996","0","17004","1.89845420789902"
"2.5","4","4","2","20000","3056","0","16944","1.87862540224972"
"2.5","4","4","3","20000","3073","0","16927","1.87307799040564"
"2.5","4","5","1","20000","3019","0","16981","1.89080662282929"
"2.5","4","5","2","20000","3055","0","16945","1.87895268093043"
"2.5","4","5","3","20000","3102","0","16898","1.86368520879964"
