"conc","rain_setting","exp","rep","n_tot","n_neg","n_rain","n_pos","estLambda"
"0.1","3","4","2","20000","18164","0","1836","0.0962906603182863"
"0.1","3","4","3","20000","18151","0","1849","0.0970066179421504"
"0.1","3","5","1","20000","18154","0","1846","0.0968413514495556"
"0.1","3","5","2","20000","18165","0","1835","0.0962356078808257"
"0.1","3","5","3","20000","18163","0","1837","0.0963457157866846"
"0.1","4","1","1","20000","18258","0","1742","0.0911289334111019"
"0.1","4","1","2","20000","18280","0","1720","0.089924707527987"
"0.1","4","1","3","20000","18263","0","1737","0.0908551183440863"
"0.1","4","2","1","20000","18289","0","1711","0.0894324873315523"
"0.1","4","2","2","20000","18270","0","1730","0.0904719031640757"
"0.1","4","2","3","20000","18239","0","1761","0.0921701149721303"
"0.1","4","3","1","20000","18260","0","1740","0.0910193983871685"
"0.1","4","3","2","20000","18263","0","1737","0.0908551183440863"
"0.1","4","3","3","20000","18274","0","1726","0.0902529889775622"
"0.1","4","4","1","20000","18283","0","1717","0.0897606072076231"
"0.1","4","4","2","20000","18258","0","1742","0.0911289334111019"
"0.1","4","4","3","20000","18291","0","1709","0.0893231379602023"
"0.1","4","5","1","20000","18272","0","1728","0.0903624400803913"
"0.1","4","5","2","20000","18269","0","1731","0.0905266391995583"
"0.1","4","5","3","20000","18240","0","1760","0.0921152889078056"
"0.4","1","1","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","1","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","1","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","3","20000","13406","0","6594","0.400029905618225"
"0.4","2","1","1","20000","13445","0","6555","0.397124983833163"
"0.4","2","1","2","20000","13454","0","6546","0.396455813950577"
"0.4","2","1","3","20000","13439","0","6561","0.397571345989064"
"0.4","2","2","1","20000","13441","0","6559","0.39742253646498"
"0.4","2","2","2","20000","13432","0","6568","0.398092353778751"
"0.4","2","2","3","20000","13449","0","6551","0.396827519712579"
"0.4","2","3","1","20000","13440","0","6560","0.397496938458987"
"0.4","2","3","2","20000","13451","0","6549","0.396678820827547"
"0.4","2","3","3","20000","13436","0","6564","0.397794601803945"
"0.4","2","4","1","20000","13445","0","6555","0.397124983833163"
"0.4","2","4","2","20000","13441","0","6559","0.39742253646498"
"0.4","2","4","3","20000","13437","0","6563","0.397720177660718"
"0.4","2","5","1","20000","13449","0","6551","0.396827519712579"
"0.4","2","5","2","20000","13446","0","6554","0.397050609507146"
"0.4","2","5","3","20000","13441","0","6559","0.39742253646498"
"0.4","3","1","1","20000","13563","0","6437","0.388386776573413"
"0.4","3","1","2","20000","13583","0","6417","0.386913262713637"
"0.4","3","1","3","20000","13549","0","6451","0.389419529689697"
"0.4","3","2","1","20000","13560","0","6440","0.388607991041741"
"0.4","3","2","2","20000","13536","0","6464","0.390379470690124"
"0.4","3","2","3","20000","13592","0","6408","0.38625088918436"
"0.4","3","3","1","20000","13586","0","6414","0.386692422784881"
"0.4","3","3","2","20000","13580","0","6420","0.387134151423441"
"0.4","3","3","3","20000","13570","0","6430","0.387870799707213"
"0.4","3","4","1","20000","13557","0","6443","0.388829254456739"
"0.4","3","4","2","20000","13572","0","6428","0.387723426632007"
"0.4","3","4","3","20000","13591","0","6409","0.386324464580781"
"0.4","3","5","1","20000","13567","0","6433","0.388091900050819"
"0.4","3","5","2","20000","13558","0","6442","0.388755494545217"
"0.4","3","5","3","20000","13563","0","6437","0.388386776573413"
"0.4","4","1","1","20000","13851","0","6149","0.367374841361029"
"0.4","4","1","2","20000","13864","0","6136","0.366436721140686"
"0.4","4","1","3","20000","13828","0","6172","0.369036751494613"
"0.4","4","2","1","20000","13924","0","6076","0.362118303604798"
"0.4","4","2","2","20000","13830","0","6170","0.368892127877324"
"0.4","4","2","3","20000","13869","0","6131","0.366076139879793"
"0.4","4","3","1","20000","13903","0","6097","0.363627629366585"
"0.4","4","3","2","20000","13846","0","6154","0.367735891298157"
"0.4","4","3","3","20000","13842","0","6158","0.368024825134319"
"0.4","4","4","1","20000","13847","0","6153","0.367663670881414"
"0.4","4","4","2","20000","13873","0","6127","0.365787768455403"
"0.4","4","4","3","20000","13898","0","6102","0.363987328661855"
"0.4","4","5","1","20000","13836","0","6164","0.368458382479069"
"0.4","4","5","2","20000","13851","0","6149","0.367374841361029"
"0.4","4","5","3","20000","13864","0","6136","0.366436721140686"
"1","1","1","1","20000","7358","0","12642","0.999944116871408"
"1","1","1","2","20000","7358","0","12642","0.999944116871408"
"1","1","1","3","20000","7358","0","12642","0.999944116871408"
"1","1","2","1","20000","7358","0","12642","0.999944116871408"
"1","1","2","2","20000","7358","0","12642","0.999944116871408"
"1","1","2","3","20000","7358","0","12642","0.999944116871408"
"1","1","3","1","20000","7358","0","12642","0.999944116871408"
"1","1","3","2","20000","7358","0","12642","0.999944116871408"
"1","1","3","3","20000","7358","0","12642","0.999944116871408"
"1","1","4","1","20000","7358","0","12642","0.999944116871408"
"1","1","4","2","20000","7358","0","12642","0.999944116871408"
"1","1","4","3","20000","7358","0","12642","0.999944116871408"
"1","1","5","1","20000","7358","0","12642","0.999944116871408"
"1","1","5","2","20000","7358","0","12642","0.999944116871408"
"1","1","5","3","20000","7358","0","12642","0.999944116871408"
"1","2","1","1","20000","7420","0","12580","0.991553216374702"
"1","2","1","2","20000","7409","0","12591","0.993036796119471"
"1","2","1","3","20000","7422","0","12578","0.991283710915585"
"1","2","2","1","20000","7415","0","12585","0.992227297964095"
"1","2","2","2","20000","7415","0","12585","0.992227297964095"
"1","2","2","3","20000","7412","0","12588","0.992631965130878"
"1","2","3","1","20000","7408","0","12592","0.993171776210113"
"1","2","3","2","20000","7400","0","12600","0.994252273343867"
"1","2","3","3","20000","7402","0","12598","0.993982039590027"
"1","2","4","1","20000","7404","0","12596","0.99371187884274"
"1","2","4","2","20000","7416","0","12584","0.992092445290437"
"1","2","4","3","20000","7407","0","12593","0.993306774522839"
"1","2","5","1","20000","7400","0","12600","0.994252273343867"
"1","2","5","2","20000","7404","0","12596","0.99371187884274"
"1","2","5","3","20000","7413","0","12587","0.992497057879408"
"1","3","1","1","20000","7573","0","12427","0.971142983422305"
"1","3","1","2","20000","7582","0","12418","0.969955256459848"
"1","3","1","3","20000","7597","0","12403","0.967978841032906"
"1","3","2","1","20000","7584","0","12416","0.96969150860127"
"1","3","2","2","20000","7587","0","12413","0.969296017198053"
"1","3","2","3","20000","7567","0","12433","0.971935585841606"
"1","3","3","1","20000","7593","0","12407","0.968505503322894"
"1","3","3","2","20000","7571","0","12429","0.971407114432821"
"1","3","3","3","20000","7537","0","12463","0.975908048692658"
"1","3","4","1","20000","7576","0","12424","0.970746917670214"
"1","3","4","2","20000","7633","0","12367","0.963251320737658"
"1","3","4","3","20000","7536","0","12464","0.976040736279929"
"1","3","5","1","20000","7584","0","12416","0.96969150860127"
"1","3","5","2","20000","7572","0","12428","0.971275040206915"
"1","3","5","3","20000","7565","0","12435","0.972199926313672"
"1","4","1","1","20000","8034","0","11966","0.912049737616901"
"1","4","1","2","20000","7994","0","12006","0.917041013264859"
"1","4","1","3","20000","8017","0","11983","0.914167986493176"
"1","4","2","1","20000","8039","0","11961","0.911427576208167"
"1","4","2","2","20000","7990","0","12010","0.917541513775808"
"1","4","2","3","20000","8024","0","11976","0.913295222894357"
"1","4","3","1","20000","8003","0","11997","0.915915802169082"
"1","4","3","2","20000","8039","0","11961","0.911427576208167"
"1","4","3","3","20000","7985","0","12015","0.918167491887015"
"1","4","4","1","20000","8049","0","11951","0.910184413442394"
"1","4","4","2","20000","8138","0","11862","0.899187823974493"
"1","4","4","3","20000","8043","0","11957","0.910930125632059"
"1","4","5","1","20000","8040","0","11960","0.911303190363116"
"1","4","5","2","20000","8036","0","11964","0.911800826601303"
"1","4","5","3","20000","8014","0","11986","0.914542261340038"
"2.5","1","1","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","1","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","1","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","3","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","3","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","3","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","3","20000","1642","0","18358","2.49981726252375"
"2.5","2","1","1","20000","1697","0","18303","2.4668702873019"
"2.5","2","1","2","20000","1725","0","18275","2.45050522307067"
"2.5","2","1","3","20000","1695","0","18305","2.46804953272158"
"2.5","2","2","1","20000","1696","0","18304","2.46745973618428"
"2.5","2","2","2","20000","1687","0","18313","2.47278046999016"
"2.5","2","2","3","20000","1726","0","18274","2.44992568089275"
"2.5","2","3","1","20000","1686","0","18314","2.47337341397433"
"2.5","2","3","2","20000","1700","0","18300","2.46510402249182"
"2.5","2","3","3","20000","1680","0","18320","2.47693848013882"
"2.5","2","4","1","20000","1709","0","18291","2.45982386942054"
"2.5","2","4","2","20000","1704","0","18296","2.46275384514687"
"2.5","2","4","3","20000","1707","0","18293","2.46099482974169"
"2.5","2","5","1","20000","1694","0","18306","2.46863967732413"
"2.5","2","5","2","20000","1684","0","18316","2.47456035773386"
"2.5","2","5","3","20000","1715","0","18285","2.45631919293609"
"2.5","3","1","1","20000","1759","0","18241","2.43098680779857"
"2.5","3","1","2","20000","1850","0","18150","2.38054663446376"
"2.5","3","1","3","20000","1826","0","18174","2.39360449138121"
"2.5","3","2","1","20000","1799","0","18201","2.4085013185856"
"2.5","3","2","2","20000","1793","0","18207","2.411842078931"
"2.5","3","2","3","20000","1820","0","18180","2.39689577246529"
"2.5","3","3","1","20000","1818","0","18182","2.3979952777987"
"2.5","3","3","2","20000","1793","0","18207","2.411842078931"
"2.5","3","3","3","20000","1811","0","18189","2.40185309465271"
"2.5","3","4","1","20000","1763","0","18237","2.42871537013826"
"2.5","3","4","2","20000","1813","0","18187","2.40074934178128"
"2.5","3","4","3","20000","1899","0","18101","2.35440484172384"
"2.5","3","5","1","20000","1825","0","18175","2.39415228651954"
"2.5","3","5","2","20000","1742","0","18258","2.44069839512368"
"2.5","3","5","3","20000","1844","0","18156","2.38379514841959"
"2.5","4","1","1","20000","2134","0","17866","2.23773412067443"
"2.5","4","1","2","20000","2009","0","17991","2.29809518772119"
"2.5","4","1","3","20000","2189","0","17811","2.21228745501327"
"2.5","4","2","1","20000","2139","0","17861","2.23539384345372"
"2.5","4","2","2","20000","2034","0","17966","2.28572797592762"
"2.5","4","2","3","20000","1983","0","18017","2.31112142401633"
"2.5","4","3","1","20000","2182","0","17818","2.21549038614311"
"2.5","4","3","2","20000","2114","0","17886","2.24715038610594"
"2.5","4","3","3","20000","2321","0","17679","2.15373414626169"
"2.5","4","4","1","20000","2078","0","17922","2.26432638087696"
"2.5","4","4","2","20000","2186","0","17814","2.21365888379964"
"2.5","4","4","3","20000","2206","0","17794","2.20455135272268"
"2.5","4","5","1","20000","2098","0","17902","2.25474776357989"
"2.5","4","5","2","20000","2129","0","17871","2.24007988764265"
"2.5","4","5","3","20000","2147","0","17853","2.23166075465735"
