"conc","rain_setting","exp","rep","n_tot","n_neg","n_rain","n_pos","estLambda"
"0.1","3","4","2","20000","18159","0","1841","0.0965659679763311"
"0.1","3","4","3","20000","18148","0","1852","0.0971719117522735"
"0.1","3","5","1","20000","18148","0","1852","0.0971719117522735"
"0.1","3","5","2","20000","18159","0","1841","0.0965659679763311"
"0.1","3","5","3","20000","18154","0","1846","0.0968413514495556"
"0.1","4","1","1","20000","18233","0","1767","0.0924991344969235"
"0.1","4","1","2","20000","18247","0","1753","0.0917315905995928"
"0.1","4","1","3","20000","18252","0","1748","0.0914576104888349"
"0.1","4","2","1","20000","18265","0","1735","0.0907456133067452"
"0.1","4","2","2","20000","18245","0","1755","0.09184120366558"
"0.1","4","2","3","20000","18221","0","1779","0.0931574984862493"
"0.1","4","3","1","20000","18243","0","1757","0.0919508287479086"
"0.1","4","3","2","20000","18247","0","1753","0.0917315905995928"
"0.1","4","3","3","20000","18261","0","1739","0.0909646353740939"
"0.1","4","4","1","20000","18265","0","1735","0.0907456133067452"
"0.1","4","4","2","20000","18220","0","1780","0.0932123817221787"
"0.1","4","4","3","20000","18282","0","1718","0.089815304322364"
"0.1","4","5","1","20000","18234","0","1766","0.09244429039128"
"0.1","4","5","2","20000","18249","0","1751","0.091621989547313"
"0.1","4","5","3","20000","18210","0","1790","0.0937613798144744"
"0.4","1","1","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","1","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","1","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","3","20000","13406","0","6594","0.400029905618225"
"0.4","2","1","1","20000","13450","0","6550","0.396753167506143"
"0.4","2","1","2","20000","13462","0","6538","0.39586137196547"
"0.4","2","1","3","20000","13443","0","6557","0.397273749081875"
"0.4","2","2","1","20000","13455","0","6545","0.396381489375122"
"0.4","2","2","2","20000","13444","0","6556","0.397199363691132"
"0.4","2","2","3","20000","13462","0","6538","0.39586137196547"
"0.4","2","3","1","20000","13449","0","6551","0.396827519712579"
"0.4","2","3","2","20000","13455","0","6545","0.396381489375122"
"0.4","2","3","3","20000","13454","0","6546","0.396455813950577"
"0.4","2","4","1","20000","13456","0","6544","0.396307170323399"
"0.4","2","4","2","20000","13452","0","6548","0.396604479675968"
"0.4","2","4","3","20000","13449","0","6551","0.396827519712579"
"0.4","2","5","1","20000","13459","0","6541","0.396084246302412"
"0.4","2","5","2","20000","13456","0","6544","0.396307170323399"
"0.4","2","5","3","20000","13451","0","6549","0.396678820827547"
"0.4","3","1","1","20000","13550","0","6450","0.389345726228281"
"0.4","3","1","2","20000","13548","0","6452","0.389493338598466"
"0.4","3","1","3","20000","13523","0","6477","0.391340334062768"
"0.4","3","2","1","20000","13534","0","6466","0.390527235743957"
"0.4","3","2","2","20000","13501","0","6499","0.392968516778882"
"0.4","3","2","3","20000","13559","0","6441","0.388681740073819"
"0.4","3","3","1","20000","13551","0","6449","0.389271928213414"
"0.4","3","3","2","20000","13553","0","6447","0.389124348520112"
"0.4","3","3","3","20000","13539","0","6461","0.390157864041017"
"0.4","3","4","1","20000","13530","0","6470","0.390822831371294"
"0.4","3","4","2","20000","13551","0","6449","0.389271928213414"
"0.4","3","4","3","20000","13550","0","6450","0.389345726228281"
"0.4","3","5","1","20000","13534","0","6466","0.390527235743957"
"0.4","3","5","2","20000","13537","0","6463","0.390305596350342"
"0.4","3","5","3","20000","13552","0","6448","0.389198135644292"
"0.4","4","1","1","20000","13813","0","6187","0.370122095836168"
"0.4","4","1","2","20000","13819","0","6181","0.369687816732643"
"0.4","4","1","3","20000","13766","0","6234","0.373530489577819"
"0.4","4","2","1","20000","13836","0","6164","0.368458382479069"
"0.4","4","2","2","20000","13787","0","6213","0.372006154364499"
"0.4","4","2","3","20000","13815","0","6185","0.369977315178611"
"0.4","4","3","1","20000","13847","0","6153","0.367663670881414"
"0.4","4","3","2","20000","13799","0","6201","0.371136147784574"
"0.4","4","3","3","20000","13818","0","6182","0.369760183487388"
"0.4","4","4","1","20000","13822","0","6178","0.369470747884788"
"0.4","4","4","2","20000","13827","0","6173","0.36910907114751"
"0.4","4","4","3","20000","13854","0","6146","0.367158273953578"
"0.4","4","5","1","20000","13798","0","6202","0.371208619430074"
"0.4","4","5","2","20000","13799","0","6201","0.371136147784574"
"0.4","4","5","3","20000","13800","0","6200","0.371063681390832"
"1","1","1","1","20000","7358","0","12642","0.999944116871408"
"1","1","1","2","20000","7358","0","12642","0.999944116871408"
"1","1","1","3","20000","7358","0","12642","0.999944116871408"
"1","1","2","1","20000","7358","0","12642","0.999944116871408"
"1","1","2","2","20000","7358","0","12642","0.999944116871408"
"1","1","2","3","20000","7358","0","12642","0.999944116871408"
"1","1","3","1","20000","7358","0","12642","0.999944116871408"
"1","1","3","2","20000","7358","0","12642","0.999944116871408"
"1","1","3","3","20000","7358","0","12642","0.999944116871408"
"1","1","4","1","20000","7358","0","12642","0.999944116871408"
"1","1","4","2","20000","7358","0","12642","0.999944116871408"
"1","1","4","3","20000","7358","0","12642","0.999944116871408"
"1","1","5","1","20000","7358","0","12642","0.999944116871408"
"1","1","5","2","20000","7358","0","12642","0.999944116871408"
"1","1","5","3","20000","7358","0","12642","0.999944116871408"
"1","2","1","1","20000","7438","0","12562","0.989130278051113"
"1","2","1","2","20000","7432","0","12568","0.989937272042454"
"1","2","1","3","20000","7434","0","12566","0.989668201678931"
"1","2","2","1","20000","7433","0","12567","0.989802727810835"
"1","2","2","2","20000","7428","0","12572","0.990475630063532"
"1","2","2","3","20000","7429","0","12571","0.990341013384322"
"1","2","3","1","20000","7425","0","12575","0.990879588865228"
"1","2","3","2","20000","7415","0","12585","0.992227297964095"
"1","2","3","3","20000","7422","0","12578","0.991283710915585"
"1","2","4","1","20000","7420","0","12580","0.991553216374702"
"1","2","4","2","20000","7432","0","12568","0.989937272042454"
"1","2","4","3","20000","7429","0","12571","0.990341013384322"
"1","2","5","1","20000","7416","0","12584","0.992092445290437"
"1","2","5","2","20000","7419","0","12581","0.991687996346602"
"1","2","5","3","20000","7426","0","12574","0.990744917799103"
"1","3","1","1","20000","7512","0","12488","0.979230531648029"
"1","3","1","2","20000","7534","0","12466","0.976306164284142"
"1","3","1","3","20000","7533","0","12467","0.976438904710433"
"1","3","2","1","20000","7517","0","12483","0.978565151358659"
"1","3","2","2","20000","7523","0","12477","0.977767278975907"
"1","3","2","3","20000","7513","0","12487","0.979097420166967"
"1","3","3","1","20000","7531","0","12469","0.976704438434776"
"1","3","3","2","20000","7537","0","12463","0.975908048692658"
"1","3","3","3","20000","7472","0","12528","0.984569572627449"
"1","3","4","1","20000","7512","0","12488","0.979230531648029"
"1","3","4","2","20000","7539","0","12461","0.975642726324426"
"1","3","4","3","20000","7490","0","12510","0.982163476024863"
"1","3","5","1","20000","7536","0","12464","0.976040736279929"
"1","3","5","2","20000","7509","0","12491","0.979629972436244"
"1","3","5","3","20000","7514","0","12486","0.978964326402214"
"1","4","1","1","20000","7979","0","12021","0.918919183227847"
"1","4","1","2","20000","7901","0","12099","0.928742939813395"
"1","4","1","3","20000","7935","0","12065","0.924448919575619"
"1","4","2","1","20000","7927","0","12073","0.925457619698972"
"1","4","2","2","20000","7885","0","12115","0.930770053138989"
"1","4","2","3","20000","7927","0","12073","0.925457619698972"
"1","4","3","1","20000","7869","0","12131","0.932801284001145"
"1","4","3","2","20000","7956","0","12044","0.921805912562265"
"1","4","3","3","20000","7894","0","12106","0.929629296313336"
"1","4","4","1","20000","7922","0","12078","0.926088574354266"
"1","4","4","2","20000","7922","0","12078","0.926088574354266"
"1","4","4","3","20000","7927","0","12073","0.925457619698972"
"1","4","5","1","20000","7935","0","12065","0.924448919575619"
"1","4","5","2","20000","7973","0","12027","0.919671440033633"
"1","4","5","3","20000","7917","0","12083","0.926719927364694"
"2.5","1","1","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","1","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","1","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","3","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","3","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","3","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","3","20000","1642","0","18358","2.49981726252375"
"2.5","2","1","1","20000","1737","0","18263","2.44357278629502"
"2.5","2","1","2","20000","1763","0","18237","2.42871537013826"
"2.5","2","1","3","20000","1731","0","18269","2.44703299735992"
"2.5","2","2","1","20000","1718","0","18282","2.45457144999193"
"2.5","2","2","2","20000","1721","0","18279","2.45282675632459"
"2.5","2","2","3","20000","1755","0","18245","2.43326341663616"
"2.5","2","3","1","20000","1722","0","18278","2.45224586754845"
"2.5","2","3","2","20000","1730","0","18270","2.4476108650443"
"2.5","2","3","3","20000","1711","0","18289","2.45865427864393"
"2.5","2","4","1","20000","1745","0","18255","2.4389777178996"
"2.5","2","4","2","20000","1749","0","18251","2.43668807751753"
"2.5","2","4","3","20000","1748","0","18252","2.43725999632065"
"2.5","2","5","1","20000","1738","0","18262","2.44299724671079"
"2.5","2","5","2","20000","1724","0","18276","2.45108510131249"
"2.5","2","5","3","20000","1750","0","18250","2.43611648561857"
"2.5","3","1","1","20000","1650","0","18350","2.4949569856415"
"2.5","3","1","2","20000","1736","0","18264","2.44414865731583"
"2.5","3","1","3","20000","1672","0","18328","2.48171175889148"
"2.5","3","2","1","20000","1682","0","18318","2.47574871200323"
"2.5","3","2","2","20000","1702","0","18298","2.46392824340281"
"2.5","3","2","3","20000","1738","0","18262","2.44299724671079"
"2.5","3","3","1","20000","1718","0","18282","2.45457144999193"
"2.5","3","3","2","20000","1678","0","18322","2.47812966550898"
"2.5","3","3","3","20000","1690","0","18310","2.47100374461901"
"2.5","3","4","1","20000","1637","0","18363","2.50286697516499"
"2.5","3","4","2","20000","1711","0","18289","2.45865427864393"
"2.5","3","4","3","20000","1755","0","18245","2.43326341663616"
"2.5","3","5","1","20000","1719","0","18281","2.45398954715328"
"2.5","3","5","2","20000","1653","0","18347","2.4931404547151"
"2.5","3","5","3","20000","1700","0","18300","2.46510402249182"
"2.5","4","1","1","20000","1967","0","18033","2.31922273414707"
"2.5","4","1","2","20000","1864","0","18136","2.37300755729059"
"2.5","4","1","3","20000","2039","0","17961","2.28327278196167"
"2.5","4","2","1","20000","2001","0","17999","2.30208521795239"
"2.5","4","2","2","20000","1928","0","18072","2.33924907736564"
"2.5","4","2","3","20000","1861","0","18139","2.37461829589388"
"2.5","4","3","1","20000","2030","0","17970","2.2876964805003"
"2.5","4","3","2","20000","1976","0","18024","2.31465767422831"
"2.5","4","3","3","20000","2183","0","17817","2.21503219598618"
"2.5","4","4","1","20000","1965","0","18035","2.32024002823277"
"2.5","4","4","2","20000","2030","0","17970","2.2876964805003"
"2.5","4","4","3","20000","2006","0","17994","2.29958958401425"
"2.5","4","5","1","20000","1960","0","18040","2.32278780031156"
"2.5","4","5","2","20000","1982","0","18018","2.31162583764619"
"2.5","4","5","3","20000","2017","0","17983","2.29412101458192"
