"conc","rain_setting","exp","rep","n_tot","n_neg","n_rain","n_pos","estLambda"
"0.1","3","4","2","20000","18367","913","720","0.0851766974075931"
"0.1","3","4","3","20000","18195","0","1805","0.0945854424898679"
"0.1","3","5","1","20000","18197","138","1665","0.0944755282228853"
"0.1","3","5","2","20000","18200","0","1800","0.0943106794712413"
"0.1","3","5","3","20000","18389","438","1173","0.0839796137952749"
"0.1","4","1","1","20000","18556","473","971","0.0749390866644938"
"0.1","4","1","2","20000","18543","529","928","0.075639914208745"
"0.1","4","1","3","20000","18309","0","1691","0.0883395313235234"
"0.1","4","2","1","20000","18501","1325","174","0.0779074888765255"
"0.1","4","2","2","20000","18474","565","961","0.0793679353835727"
"0.1","4","2","3","20000","18596","863","541","0.0727857697256527"
"0.1","4","3","1","20000","18291","0","1709","0.0893231379602023"
"0.1","4","3","2","20000","18520","323","1157","0.0768810443359576"
"0.1","4","3","3","20000","18325","0","1675","0.0874660257812758"
"0.1","4","4","1","20000","18639","717","644","0.0704761138043246"
"0.1","4","4","2","20000","18283","0","1717","0.0897606072076231"
"0.1","4","4","3","20000","18507","758","735","0.0775832346583797"
"0.1","4","5","1","20000","18538","446","1016","0.0759095941003501"
"0.1","4","5","2","20000","18316","0","1684","0.087957278759142"
"0.1","4","5","3","20000","18549","459","992","0.0753163943094496"
"0.4","1","1","1","20000","13406","1","6593","0.400029905618225"
"0.4","1","1","2","20000","13406","1","6593","0.400029905618225"
"0.4","1","1","3","20000","13406","1","6593","0.400029905618225"
"0.4","1","2","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","2","20000","13406","4","6590","0.400029905618225"
"0.4","1","2","3","20000","13406","1","6593","0.400029905618225"
"0.4","1","3","1","20000","13406","1","6593","0.400029905618225"
"0.4","1","3","2","20000","13406","2","6592","0.400029905618225"
"0.4","1","3","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","1","20000","13406","1","6593","0.400029905618225"
"0.4","1","4","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","3","20000","13406","3","6591","0.400029905618225"
"0.4","1","5","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","2","20000","13406","2","6592","0.400029905618225"
"0.4","1","5","3","20000","13406","1","6593","0.400029905618225"
"0.4","2","1","1","20000","13471","0","6529","0.39519304683756"
"0.4","2","1","2","20000","13497","0","6503","0.393264835026846"
"0.4","2","1","3","20000","13467","0","6533","0.395490025086086"
"0.4","2","2","1","20000","13474","0","6526","0.394970371015523"
"0.4","2","2","2","20000","13495","0","6505","0.393413027084023"
"0.4","2","2","3","20000","13480","0","6520","0.39452516806983"
"0.4","2","3","1","20000","13473","0","6527","0.39504459078028"
"0.4","2","3","2","20000","13475","0","6525","0.39489615675893"
"0.4","2","3","3","20000","13469","0","6531","0.395341524937313"
"0.4","2","4","1","20000","13467","0","6533","0.395490025086086"
"0.4","2","4","2","20000","13468","0","6532","0.395415772255163"
"0.4","2","4","3","20000","13460","0","6540","0.396009949337409"
"0.4","2","5","1","20000","13466","0","6534","0.395564283430902"
"0.4","2","5","2","20000","13484","0","6516","0.394228476182177"
"0.4","2","5","3","20000","13464","0","6536","0.395712816665486"
"0.4","3","1","1","20000","13734","0","6266","0.375857763355506"
"0.4","3","1","2","20000","13704","0","6296","0.378044512532172"
"0.4","3","1","3","20000","13712","0","6288","0.377460911698567"
"0.4","3","2","1","20000","13750","0","6250","0.374693449441411"
"0.4","3","2","2","20000","13740","0","6260","0.375420986759788"
"0.4","3","2","3","20000","13754","0","6246","0.374402582656347"
"0.4","3","3","1","20000","13739","0","6261","0.37549376961218"
"0.4","3","3","2","20000","13745","0","6255","0.375057151936782"
"0.4","3","3","3","20000","13821","0","6179","0.369543098932101"
"0.4","3","4","1","20000","13715","0","6285","0.377242149164425"
"0.4","3","4","2","20000","13732","0","6268","0.376003397958545"
"0.4","3","4","3","20000","13742","0","6258","0.375275436945107"
"0.4","3","5","1","20000","13752","0","6248","0.374548005473443"
"0.4","3","5","2","20000","13784","0","6216","0.372223774328362"
"0.4","3","5","3","20000","13795","0","6205","0.371426065884742"
"0.4","4","1","1","20000","14048","0","5952","0.35325223666123"
"0.4","4","1","2","20000","14078","0","5922","0.351118978368051"
"0.4","4","1","3","20000","14076","0","5924","0.351261054094652"
"0.4","4","2","1","20000","14104","0","5896","0.349273828458422"
"0.4","4","2","2","20000","14039","0","5961","0.353893102564177"
"0.4","4","2","3","20000","14195","0","5805","0.342842483629057"
"0.4","4","3","1","20000","14064","0","5936","0.35211393261117"
"0.4","4","3","2","20000","14209","0","5791","0.341856706898053"
"0.4","4","3","3","20000","14172","0","5828","0.344464086550765"
"0.4","4","4","1","20000","14105","0","5895","0.349202929100031"
"0.4","4","4","2","20000","14107","0","5893","0.349061145461626"
"0.4","4","4","3","20000","14130","0","5870","0.347432076857555"
"0.4","4","5","1","20000","14053","0","5947","0.352896377435383"
"0.4","4","5","2","20000","14104","0","5896","0.349273828458422"
"0.4","4","5","3","20000","14057","0","5943","0.352611781204362"
"1","1","1","1","20000","7358","0","12642","0.999944116871408"
"1","1","1","2","20000","7358","2","12640","0.999944116871408"
"1","1","1","3","20000","7358","0","12642","0.999944116871408"
"1","1","2","1","20000","7358","0","12642","0.999944116871408"
"1","1","2","2","20000","7358","3","12639","0.999944116871408"
"1","1","2","3","20000","7358","1","12641","0.999944116871408"
"1","1","3","1","20000","7358","3","12639","0.999944116871408"
"1","1","3","2","20000","7358","2","12640","0.999944116871408"
"1","1","3","3","20000","7358","1","12641","0.999944116871408"
"1","1","4","1","20000","7358","0","12642","0.999944116871408"
"1","1","4","2","20000","7358","2","12640","0.999944116871408"
"1","1","4","3","20000","7358","3","12639","0.999944116871408"
"1","1","5","1","20000","7358","0","12642","0.999944116871408"
"1","1","5","2","20000","7358","2","12640","0.999944116871408"
"1","1","5","3","20000","7358","0","12642","0.999944116871408"
"1","2","1","1","20000","7457","0","12543","0.986579084992333"
"1","2","1","2","20000","7467","0","12533","0.985238961500426"
"1","2","1","3","20000","7494","0","12506","0.981629573182495"
"1","2","2","1","20000","7459","0","12541","0.986310916580965"
"1","2","2","2","20000","7473","0","12527","0.984435748605838"
"1","2","2","3","20000","7481","0","12519","0.983365800663723"
"1","2","3","1","20000","7476","0","12524","0.984034383960675"
"1","2","3","2","20000","7485","0","12515","0.982831255682399"
"1","2","3","3","20000","7485","0","12515","0.982831255682399"
"1","2","4","1","20000","7456","0","12544","0.986713196170701"
"1","2","4","2","20000","7469","0","12531","0.984971152179061"
"1","2","4","3","20000","7461","0","12539","0.986042820064614"
"1","2","5","1","20000","7462","0","12538","0.985908798755025"
"1","2","5","2","20000","7455","0","12545","0.986847325337289"
"1","2","5","3","20000","7506","0","12494","0.980029572841162"
"1","3","1","1","20000","7851","0","12149","0.935091361337873"
"1","3","1","2","20000","7879","0","12121","0.93153128129044"
"1","3","1","3","20000","7902","0","12098","0.928616381564792"
"1","3","2","1","20000","7816","0","12184","0.939559358813509"
"1","3","2","2","20000","7883","0","12117","0.93102373147622"
"1","3","2","3","20000","7917","0","12083","0.926719927364694"
"1","3","3","1","20000","7813","0","12187","0.939943260539384"
"1","3","3","2","20000","7914","0","12086","0.927098930590758"
"1","3","3","3","20000","7898","0","12102","0.929122710689533"
"1","3","4","1","20000","7917","0","12083","0.926719927364694"
"1","3","4","2","20000","7883","0","12117","0.93102373147622"
"1","3","4","3","20000","7906","0","12094","0.928110308679497"
"1","3","5","1","20000","7887","0","12113","0.930516439138137"
"1","3","5","2","20000","7829","0","12171","0.937897485628214"
"1","3","5","3","20000","7889","0","12111","0.930262889441038"
"1","4","1","1","20000","8531","0","11469","0.852025685627433"
"1","4","1","2","20000","8525","0","11475","0.85272925038441"
"1","4","1","3","20000","8526","0","11474","0.852611955210972"
"1","4","2","1","20000","8463","0","11537","0.860028552866022"
"1","4","2","2","20000","8562","0","11438","0.848398465831237"
"1","4","2","3","20000","8500","0","11500","0.85566611005772"
"1","4","3","1","20000","8414","0","11586","0.865835288385662"
"1","4","3","2","20000","8638","0","11362","0.839561199015482"
"1","4","3","3","20000","8468","0","11532","0.859437920281372"
"1","4","4","1","20000","8568","0","11432","0.847697940408543"
"1","4","4","2","20000","8490","0","11510","0.856843273230735"
"1","4","4","3","20000","8622","0","11378","0.841415197229048"
"1","4","5","1","20000","8464","0","11536","0.859910398438047"
"1","4","5","2","20000","8528","0","11472","0.852377406130502"
"1","4","5","3","20000","8699","0","11301","0.832524197028587"
"2.5","1","1","1","20000","1642","2","18356","2.49981726252375"
"2.5","1","1","2","20000","1642","2","18356","2.49981726252375"
"2.5","1","1","3","20000","1642","2","18356","2.49981726252375"
"2.5","1","2","1","20000","1642","3","18355","2.49981726252375"
"2.5","1","2","2","20000","1642","2","18356","2.49981726252375"
"2.5","1","2","3","20000","1642","5","18353","2.49981726252375"
"2.5","1","3","1","20000","1642","2","18356","2.49981726252375"
"2.5","1","3","2","20000","1642","5","18353","2.49981726252375"
"2.5","1","3","3","20000","1642","9","18349","2.49981726252375"
"2.5","1","4","1","20000","1642","3","18355","2.49981726252375"
"2.5","1","4","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","1","20000","1642","2","18356","2.49981726252375"
"2.5","1","5","2","20000","1642","3","18355","2.49981726252375"
"2.5","1","5","3","20000","1642","3","18355","2.49981726252375"
"2.5","2","1","1","20000","1765","0","18235","2.42758158316873"
"2.5","2","1","2","20000","1730","0","18270","2.4476108650443"
"2.5","2","1","3","20000","1729","0","18271","2.44818906685284"
"2.5","2","2","1","20000","1715","0","18285","2.45631919293609"
"2.5","2","2","2","20000","1726","0","18274","2.44992568089275"
"2.5","2","2","3","20000","1729","0","18271","2.44818906685284"
"2.5","2","3","1","20000","1726","0","18274","2.44992568089275"
"2.5","2","3","2","20000","1713","0","18287","2.45748605421201"
"2.5","2","3","3","20000","1733","0","18267","2.44587826282052"
"2.5","2","4","1","20000","1750","0","18250","2.43611648561857"
"2.5","2","4","2","20000","1731","0","18269","2.44703299735992"
"2.5","2","4","3","20000","1731","0","18269","2.44703299735992"
"2.5","2","5","1","20000","1713","0","18287","2.45748605421201"
"2.5","2","5","2","20000","1746","0","18254","2.43840481613658"
"2.5","2","5","3","20000","1760","0","18240","2.43041846450393"
"2.5","3","1","1","20000","2023","0","17977","2.29115071536838"
"2.5","3","1","2","20000","1949","0","18051","2.32841585302857"
"2.5","3","1","3","20000","1950","0","18050","2.32790290097834"
"2.5","3","2","1","20000","2000","0","18000","2.30258509299405"
"2.5","3","2","2","20000","1957","0","18043","2.32431958514005"
"2.5","3","2","3","20000","2004","0","17996","2.30058709033137"
"2.5","3","3","1","20000","1993","0","18007","2.30609123232333"
"2.5","3","3","2","20000","2013","0","17987","2.29610612689634"
"2.5","3","3","3","20000","2039","0","17961","2.28327278196167"
"2.5","3","4","1","20000","2024","0","17976","2.29065652212877"
"2.5","3","4","2","20000","2047","0","17953","2.27935696687484"
"2.5","3","4","3","20000","1981","0","18019","2.31213050583758"
"2.5","3","5","1","20000","1968","0","18032","2.31871447492393"
"2.5","3","5","2","20000","2003","0","17997","2.30108621687031"
"2.5","3","5","3","20000","1939","0","18061","2.33355989729348"
"2.5","4","1","1","20000","2554","0","17446","2.05807151594364"
"2.5","4","1","2","20000","2507","0","17493","2.07664545437783"
"2.5","4","1","3","20000","2584","0","17416","2.04639368763364"
"2.5","4","2","1","20000","2492","0","17508","2.08264667262878"
"2.5","4","2","2","20000","2444","0","17556","2.10209623224464"
"2.5","4","2","3","20000","2529","0","17471","2.06790830586616"
"2.5","4","3","1","20000","2535","0","17465","2.06553863651084"
"2.5","4","3","2","20000","2501","0","17499","2.07904162165851"
"2.5","4","3","3","20000","2608","0","17392","2.03714862948958"
"2.5","4","4","1","20000","2503","0","17497","2.07824226110435"
"2.5","4","4","2","20000","2422","0","17578","2.11113862842309"
"2.5","4","4","3","20000","2418","0","17582","2.11279152136139"
"2.5","4","5","1","20000","2500","0","17500","2.07944154167984"
"2.5","4","5","2","20000","2688","0","17312","2.00693485089309"
"2.5","4","5","3","20000","2563","0","17437","2.05455382617206"
