"conc","rain_setting","exp","rep","n_tot","n_neg","n_rain","n_pos","estLambda"
"0.1","3","4","2","20000","18144","0","1856","0.0973923460086494"
"0.1","3","4","3","20000","18154","0","1846","0.0968413514495556"
"0.1","3","5","1","20000","18152","0","1848","0.0969515260764504"
"0.1","3","5","2","20000","18146","0","1854","0.0972821228065538"
"0.1","3","5","3","20000","18133","0","1867","0.0979987908821025"
"0.1","4","1","1","20000","18231","0","1769","0.0926088317326632"
"0.1","4","1","2","20000","18212","0","1788","0.0936515560814554"
"0.1","4","1","3","20000","18250","1314","436","0.0915671935254905"
"0.1","4","2","1","20000","18247","1244","509","0.0917315905995928"
"0.1","4","2","2","20000","18187","0","1813","0.0950252204091101"
"0.1","4","2","3","20000","18197","1339","464","0.0944755282228853"
"0.1","4","3","1","20000","18232","0","1768","0.0925539816106079"
"0.1","4","3","2","20000","18209","1100","691","0.0938162962042848"
"0.1","4","3","3","20000","18220","0","1780","0.0932123817221787"
"0.1","4","4","1","20000","18237","0","1763","0.0922797761192958"
"0.1","4","4","2","20000","18211","0","1789","0.0937064664403084"
"0.1","4","4","3","20000","18189","0","1811","0.0949152577962877"
"0.1","4","5","1","20000","18220","0","1780","0.0932123817221787"
"0.1","4","5","2","20000","18209","1354","437","0.0938162962042848"
"0.1","4","5","3","20000","18213","1432","355","0.0935966487375843"
"0.4","1","1","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","1","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","1","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","2","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","3","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","4","3","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","1","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","2","20000","13406","0","6594","0.400029905618225"
"0.4","1","5","3","20000","13406","0","6594","0.400029905618225"
"0.4","2","1","1","20000","13430","2029","4541","0.398241263018845"
"0.4","2","1","2","20000","13430","973","5597","0.398241263018845"
"0.4","2","1","3","20000","13432","1776","4792","0.398092353778751"
"0.4","2","2","1","20000","13435","1769","4796","0.397869031486537"
"0.4","2","2","2","20000","13437","1727","4836","0.397720177660718"
"0.4","2","2","3","20000","13441","1902","4657","0.39742253646498"
"0.4","2","3","1","20000","13441","1541","5018","0.39742253646498"
"0.4","2","3","2","20000","13436","1675","4889","0.397794601803945"
"0.4","2","3","3","20000","13437","2008","4555","0.397720177660718"
"0.4","2","4","1","20000","13434","1668","4898","0.397943466709318"
"0.4","2","4","2","20000","13436","1257","5307","0.397794601803945"
"0.4","2","4","3","20000","13427","1495","5078","0.39846466846342"
"0.4","2","5","1","20000","13430","1842","4728","0.398241263018845"
"0.4","2","5","2","20000","13432","1459","5109","0.398092353778751"
"0.4","2","5","3","20000","13426","1534","5040","0.398539148037431"
"0.4","3","1","1","20000","13534","5155","1311","0.390527235743957"
"0.4","3","1","2","20000","13545","4708","1747","0.389714798016933"
"0.4","3","1","3","20000","13509","0","6491","0.392376143566447"
"0.4","3","2","1","20000","13527","5067","1406","0.391044585446934"
"0.4","3","2","2","20000","13510","0","6490","0.392302121581884"
"0.4","3","2","3","20000","13540","4877","1583","0.390084006069862"
"0.4","3","3","1","20000","13547","5180","1273","0.389567152955392"
"0.4","3","3","2","20000","13506","0","6494","0.392598242401341"
"0.4","3","3","3","20000","13531","0","6469","0.390748924272484"
"0.4","3","4","1","20000","13461","0","6539","0.395935657892035"
"0.4","3","4","2","20000","13571","5047","1382","0.387797110454757"
"0.4","3","4","3","20000","13571","4866","1563","0.387797110454757"
"0.4","3","5","1","20000","13504","0","6496","0.39274633570039"
"0.4","3","5","2","20000","13556","4954","1490","0.388903019809186"
"0.4","3","5","3","20000","13539","0","6461","0.390157864041017"
"0.4","4","1","1","20000","13774","4065","2161","0.372949516431484"
"0.4","4","1","2","20000","13756","4682","1562","0.374257180983971"
"0.4","4","1","3","20000","13748","4090","2162","0.374838914566404"
"0.4","4","2","1","20000","13762","3948","2290","0.373821102773703"
"0.4","4","2","2","20000","13703","4960","1337","0.378117486589927"
"0.4","4","2","3","20000","13736","4233","2031","0.375712149958817"
"0.4","4","3","1","20000","13690","3340","2970","0.379066634253633"
"0.4","4","3","2","20000","13740","4247","2013","0.375420986759788"
"0.4","4","3","3","20000","13747","4622","1631","0.374911655064708"
"0.4","4","4","1","20000","13774","4208","2018","0.372949516431484"
"0.4","4","4","2","20000","13751","4267","1982","0.374620724813183"
"0.4","4","4","3","20000","13751","4255","1994","0.374620724813183"
"0.4","4","5","1","20000","13725","4413","1862","0.376513286158397"
"0.4","4","5","2","20000","13737","4372","1891","0.375639351210923"
"0.4","4","5","3","20000","13710","3475","2815","0.377606779979768"
"1","1","1","1","20000","7358","0","12642","0.999944116871408"
"1","1","1","2","20000","7358","0","12642","0.999944116871408"
"1","1","1","3","20000","7358","0","12642","0.999944116871408"
"1","1","2","1","20000","7358","0","12642","0.999944116871408"
"1","1","2","2","20000","7358","0","12642","0.999944116871408"
"1","1","2","3","20000","7358","0","12642","0.999944116871408"
"1","1","3","1","20000","7358","0","12642","0.999944116871408"
"1","1","3","2","20000","7358","0","12642","0.999944116871408"
"1","1","3","3","20000","7358","0","12642","0.999944116871408"
"1","1","4","1","20000","7358","0","12642","0.999944116871408"
"1","1","4","2","20000","7358","0","12642","0.999944116871408"
"1","1","4","3","20000","7358","0","12642","0.999944116871408"
"1","1","5","1","20000","7358","0","12642","0.999944116871408"
"1","1","5","2","20000","7358","0","12642","0.999944116871408"
"1","1","5","3","20000","7358","0","12642","0.999944116871408"
"1","2","1","1","20000","7384","2486","10130","0.99641677635344"
"1","2","1","2","20000","7400","2754","9846","0.994252273343867"
"1","2","1","3","20000","7427","2860","9713","0.990610264866832"
"1","2","2","1","20000","7394","4049","8557","0.995063413039551"
"1","2","2","2","20000","7403","2326","10271","0.99384695009303"
"1","2","2","3","20000","7409","2653","9938","0.993036796119471"
"1","2","3","1","20000","7424","2832","9744","0.991014278070092"
"1","2","3","2","20000","7406","1918","10676","0.99344179106257"
"1","2","3","3","20000","7416","2573","10011","0.992092445290437"
"1","2","4","1","20000","7407","3598","8995","0.993306774522839"
"1","2","4","2","20000","7412","3805","8783","0.992631965130878"
"1","2","4","3","20000","7408","2469","10123","0.993171776210113"
"1","2","5","1","20000","7404","3234","9362","0.99371187884274"
"1","2","5","2","20000","7385","2256","10359","0.996281357570648"
"1","2","5","3","20000","7413","2556","10031","0.992497057879408"
"1","3","1","1","20000","7544","11288","1168","0.974979728222835"
"1","3","1","2","20000","7542","11644","814","0.975244874717826"
"1","3","1","3","20000","7537","11581","882","0.975908048692658"
"1","3","2","1","20000","7501","11421","1078","0.980695928566492"
"1","3","2","2","20000","7570","8720","3710","0.971539206104634"
"1","3","2","3","20000","7605","8907","3488","0.966926347842735"
"1","3","3","1","20000","7512","10550","1938","0.979230531648029"
"1","3","3","2","20000","7573","9760","2667","0.971142983422305"
"1","3","3","3","20000","7510","11427","1063","0.979496807777948"
"1","3","4","1","20000","7597","11183","1220","0.967978841032906"
"1","3","4","2","20000","7555","8238","4207","0.973522677829288"
"1","3","4","3","20000","7525","10452","2023","0.977501462919052"
"1","3","5","1","20000","7509","11819","672","0.979629972436244"
"1","3","5","2","20000","7524","11491","985","0.977634362115207"
"1","3","5","3","20000","7608","8353","4039","0.966531948310902"
"1","4","1","1","20000","7808","7736","4456","0.9405834244432"
"1","4","1","2","20000","7855","8087","4058","0.934582001846406"
"1","4","1","3","20000","7819","7678","4503","0.939175604411614"
"1","4","2","1","20000","7814","8382","3804","0.939815276921112"
"1","4","2","2","20000","7802","7592","4606","0.941352162469526"
"1","4","2","3","20000","7804","9093","3103","0.941095850793126"
"1","4","3","1","20000","7720","8086","4194","0.951917909517306"
"1","4","3","2","20000","7944","8202","3854","0.923315346811119"
"1","4","3","3","20000","7775","7801","4424","0.944818815488693"
"1","4","4","1","20000","7863","8007","4130","0.933564060544612"
"1","4","4","2","20000","7818","8230","3952","0.939303506183228"
"1","4","4","3","20000","7856","7841","4303","0.934454702501826"
"1","4","5","1","20000","7783","8505","3712","0.94379040557674"
"1","4","5","2","20000","7820","8541","3639","0.939047718996771"
"1","4","5","3","20000","7918","9356","2726","0.926593624870052"
"2.5","1","1","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","1","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","1","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","2","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","3","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","3","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","3","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","4","3","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","1","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","2","20000","1642","0","18358","2.49981726252375"
"2.5","1","5","3","20000","1642","0","18358","2.49981726252375"
"2.5","2","1","1","20000","1703","4423","13874","2.46334087187344"
"2.5","2","1","2","20000","1702","3221","15077","2.46392824340281"
"2.5","2","1","3","20000","1694","3731","14575","2.46863967732413"
"2.5","2","2","1","20000","1691","3416","14893","2.47041220363755"
"2.5","2","2","2","20000","1701","3823","14476","2.46451596014027"
"2.5","2","2","3","20000","1685","3469","14846","2.47396670974967"
"2.5","2","3","1","20000","1681","3715","14604","2.47634341912751"
"2.5","2","3","2","20000","1687","4122","14191","2.47278046999016"
"2.5","2","3","3","20000","1702","5203","13095","2.46392824340281"
"2.5","2","4","1","20000","1696","5631","12673","2.46745973618428"
"2.5","2","4","2","20000","1698","4316","13986","2.46628118566484"
"2.5","2","4","3","20000","1698","5559","12743","2.46628118566484"
"2.5","2","5","1","20000","1688","4043","14269","2.47218787738023"
"2.5","2","5","2","20000","1699","4317","13984","2.4656924308642"
"2.5","2","5","3","20000","1698","3760","14542","2.46628118566484"
"2.5","3","1","1","20000","1794","15302","2904","2.41128450991739"
"2.5","3","1","2","20000","1791","8078","10131","2.41295815047542"
"2.5","3","1","3","20000","1758","15109","3133","2.43155547429101"
"2.5","3","2","1","20000","1756","15658","2586","2.43269377834107"
"2.5","3","2","2","20000","1730","16324","1946","2.4476108650443"
"2.5","3","2","3","20000","1747","16096","2157","2.43783224240207"
"2.5","3","3","1","20000","1763","16143","2094","2.42871537013826"
"2.5","3","3","2","20000","1744","16831","1425","2.4395509480672"
"2.5","3","3","3","20000","1756","16207","2037","2.43269377834107"
"2.5","3","4","1","20000","1784","16223","1993","2.41687423939617"
"2.5","3","4","2","20000","1755","16021","2224","2.43326341663616"
"2.5","3","4","3","20000","1789","16019","2192","2.41407546902741"
"2.5","3","5","1","20000","1732","16832","1436","2.44645546341375"
"2.5","3","5","2","20000","1740","16950","1310","2.44184716032755"
"2.5","3","5","3","20000","1669","16108","2223","2.48350762887429"
"2.5","4","1","1","20000","2112","12083","5805","2.24809690770998"
"2.5","4","1","2","20000","2069","12858","5073","2.26866687479058"
"2.5","4","1","3","20000","2178","11987","5835","2.21732524904322"
"2.5","4","2","1","20000","2182","11857","5961","2.21549038614311"
"2.5","4","2","2","20000","2088","10512","7400","2.2595256035336"
"2.5","4","2","3","20000","2048","12203","5749","2.27886856637673"
"2.5","4","3","1","20000","2115","11896","5989","2.24667746105575"
"2.5","4","3","2","20000","2067","12338","5595","2.26963399285436"
"2.5","4","3","3","20000","2203","11549","6248","2.20591220573378"
"2.5","4","4","1","20000","2069","11986","5945","2.26866687479058"
"2.5","4","4","2","20000","2039","12304","5657","2.28327278196167"
"2.5","4","4","3","20000","2068","11753","6179","2.26915031690781"
"2.5","4","5","1","20000","2134","12354","5512","2.23773412067443"
"2.5","4","5","2","20000","2281","12185","5534","2.17111833025174"
"2.5","4","5","3","20000","2127","11805","6068","2.24101973733589"
